name_lower,name,smiles
f-18 fes,Fluoroestradiol F-18,[H][C@@]12C[C@@H]([18F])[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
fes f-18,Fluoroestradiol F-18,[H][C@@]12C[C@@H]([18F])[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
fluoroestradiol f-18,Fluoroestradiol F-18,[H][C@@]12C[C@@H]([18F])[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
16-alpha-(18f)fluoro-17beta-estradiol,Fluoroestradiol F-18,[H][C@@]12C[C@@H]([18F])[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
16-alpha-(18-fluoro)-17betaestradiol,Fluoroestradiol F-18,[H][C@@]12C[C@@H]([18F])[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
(18f)fes,Fluoroestradiol F-18,[H][C@@]12C[C@@H]([18F])[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
f-18 16 alpha-fluoroestradiol,Fluoroestradiol F-18,[H][C@@]12C[C@@H]([18F])[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
"(4r)-2'-deoxy-2',2'-difluoro-3,4,5,6-tetrahydrouridine",Cedazuridine,OC[C@H]1O[C@@H](N2CC[C@@H](O)NC2=O)C(F)(F)[C@@H]1O
cedazuridine,Cedazuridine,OC[C@H]1O[C@@H](N2CC[C@@H](O)NC2=O)C(F)(F)[C@@H]1O
orotate zinc,Zinc orotate,[Zn++].[O-]C(=O)C1=CC(=O)NC(=O)N1.[O-]C(=O)C1=CC(=O)NC(=O)N1
zinc diorotate,Zinc orotate,[Zn++].[O-]C(=O)C1=CC(=O)NC(=O)N1.[O-]C(=O)C1=CC(=O)NC(=O)N1
zinc orotate,Zinc orotate,[Zn++].[O-]C(=O)C1=CC(=O)NC(=O)N1.[O-]C(=O)C1=CC(=O)NC(=O)N1
2-(2-methyl-5-nitroimidazol-1-yl)ethyl benzoate,Metronidazole benzoate,CC1=NC=C(N1CCOC(=O)C1=CC=CC=C1)[N+]([O-])=O
metronidazol benzoilo,Metronidazole benzoate,CC1=NC=C(N1CCOC(=O)C1=CC=CC=C1)[N+]([O-])=O
benzoyl metronidazole,Metronidazole benzoate,CC1=NC=C(N1CCOC(=O)C1=CC=CC=C1)[N+]([O-])=O
benzoylmetronidazole,Metronidazole benzoate,CC1=NC=C(N1CCOC(=O)C1=CC=CC=C1)[N+]([O-])=O
metronidazole benzoate,Metronidazole benzoate,CC1=NC=C(N1CCOC(=O)C1=CC=CC=C1)[N+]([O-])=O
cobaltous sulfate,Cobaltous sulfate,[Co++].[O-]S([O-])(=O)=O
sulbactam pivoxyl,Sulbactam pivoxil,[H][C@@]12CC(=O)N1[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S2(=O)=O
sulbactam pivoxil,Sulbactam pivoxil,[H][C@@]12CC(=O)N1[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S2(=O)=O
pivsulbactam,Sulbactam pivoxil,[H][C@@]12CC(=O)N1[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S2(=O)=O
iron polymaltose complex,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
iron(iii)-hydroxide polymaltose complex,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
ferinject,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
ferripel-3,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
amylofer,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
teferrol,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
ferripel 3,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
injectafer,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
iron polymaltose,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
ferromaltose,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
ferric hydroxide polymaltose complex,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
maltofer,Iron polymaltose,[OH-].[OH-].[OH-].[Fe+3].OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@@H](O)[C@@H]1O
nicotinic acid benzyl ester,Benzyl nicotinate,O=C(OCC1=CC=CC=C1)C1=CC=CN=C1
phenylmethyl 3-pyridinecarboxylate,Benzyl nicotinate,O=C(OCC1=CC=CC=C1)C1=CC=CN=C1
benzyl nicotinate,Benzyl nicotinate,O=C(OCC1=CC=CC=C1)C1=CC=CN=C1
flogencyl,beta-Escin,[H][C@@]1(O[C@H]2[C@H](O)[C@@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]([H])(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](OC(C)=O)[C@]6(CO)[C@H](O)C[C@@]54C)[C@@]3(C)CO)O[C@@H]2C(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
beta-aescin,beta-Escin,[H][C@@]1(O[C@H]2[C@H](O)[C@@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]([H])(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](OC(C)=O)[C@]6(CO)[C@H](O)C[C@@]54C)[C@@]3(C)CO)O[C@@H]2C(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
aescin b,beta-Escin,[H][C@@]1(O[C@H]2[C@H](O)[C@@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]([H])(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](OC(C)=O)[C@]6(CO)[C@H](O)C[C@@]54C)[C@@]3(C)CO)O[C@@H]2C(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
beta-escin,beta-Escin,[H][C@@]1(O[C@H]2[C@H](O)[C@@H](O[C@]3([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@]([H])(O[C@H]3CC[C@@]4(C)[C@@]([H])(CC[C@]5(C)[C@]4([H])CC=C4[C@]6([H])CC(C)(C)[C@@H](OC(=O)C(\C)=C/C)[C@H](OC(C)=O)[C@]6(CO)[C@H](O)C[C@@]54C)[C@@]3(C)CO)O[C@@H]2C(O)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
droxone,Algestone acetophenide,[H][C@@]12C[C@H]3O[C@](C)(O[C@@]3(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C)C1=CC=CC=C1
bovitrol,Algestone acetophenide,[H][C@@]12C[C@H]3O[C@](C)(O[C@@]3(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C)C1=CC=CC=C1
algeston acetofenid,Algestone acetophenide,[H][C@@]12C[C@H]3O[C@](C)(O[C@@]3(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C)C1=CC=CC=C1
dihydroxyprogesterone acetophenide,Algestone acetophenide,[H][C@@]12C[C@H]3O[C@](C)(O[C@@]3(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C)C1=CC=CC=C1
alphasone acetophenide,Algestone acetophenide,[H][C@@]12C[C@H]3O[C@](C)(O[C@@]3(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C)C1=CC=CC=C1
algestone acetophenide,Algestone acetophenide,[H][C@@]12C[C@H]3O[C@](C)(O[C@@]3(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C)C1=CC=CC=C1
neolutin,Algestone acetophenide,[H][C@@]12C[C@H]3O[C@](C)(O[C@@]3(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C)C1=CC=CC=C1
fluocortolone 21-pivalate,Fluocortolone pivalate,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)C(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
fluocortolone pivalate,Fluocortolone pivalate,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)C(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
fluocortolone trimethylacetate,Fluocortolone pivalate,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)C(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
hydrogen iodide,Hydrogen iodide,I[H]
"hydrogen iodide, anhydrous",Hydrogen iodide,I[H]
acido yodhidrico,Hydrogen iodide,I[H]
acide iodhydrique,Hydrogen iodide,I[H]
hydriodic acid,Hydrogen iodide,I[H]
mebrofenin,Mebrofenin,CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
mebrofenine,Mebrofenin,CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
mebrofeninum,Mebrofenin,CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
mebrofenino,Mebrofenin,CC1=CC(C)=C(Br)C(C)=C1NC(=O)CN(CC(O)=O)CC(O)=O
mertiatide,Mertiatide,OC(=O)CNC(=O)CNC(=O)CNC(=O)CS
"hexadecanoic acid, hexadecyl ester",Cetyl palmitate,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC
n-hexadecyl hexadecanoate,Cetyl palmitate,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC
hexadecyl palmitate,Cetyl palmitate,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC
palmityl palmitate,Cetyl palmitate,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC
cetyl palmitate,Cetyl palmitate,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC
pargeverine,Pargeverine,CN(C)CCOC(=O)C(OCC#C)(C1=CC=CC=C1)C1=CC=CC=C1
terisal,Pargeverine,CN(C)CCOC(=O)C(OCC#C)(C1=CC=CC=C1)C1=CC=CC=C1
pargeverinum,Pargeverine,CN(C)CCOC(=O)C(OCC#C)(C1=CC=CC=C1)C1=CC=CC=C1
propinox,Pargeverine,CN(C)CCOC(=O)C(OCC#C)(C1=CC=CC=C1)C1=CC=CC=C1
pargeverina,Pargeverine,CN(C)CCOC(=O)C(OCC#C)(C1=CC=CC=C1)C1=CC=CC=C1
quinoterol,Carmoterol,COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC=C(O)C3=C2C=CC(=O)N3)C=C1
carmoterol,Carmoterol,COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC=C(O)C3=C2C=CC(=O)N3)C=C1
myrtecaine,Myrtecaine,CCN(CC)CCOCCC1=CC[C@H]2C[C@@H]1C2(C)C
nopoxamine,Myrtecaine,CCN(CC)CCOCCC1=CC[C@H]2C[C@@H]1C2(C)C
myrtecainum,Myrtecaine,CCN(CC)CCOCCC1=CC[C@H]2C[C@@H]1C2(C)C
mirtecaina,Myrtecaine,CCN(CC)CCOCCC1=CC[C@H]2C[C@@H]1C2(C)C
mecloxamine,Mecloxamine,CC(CN(C)C)OC(C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
mk-0668,MK-0668,OC(=O)[C@H](CC1=CC=C(NC(=O)C2=C(Cl)C=NC=C2Cl)C=C1)NC(=O)[C@@H]1C[C@H](CN1S(=O)(=O)C1=CC=CC(=C1)C#N)NC1CCC1
phenozin,Zinc phenolsulfonate,[Zn++].OC1=CC=C(C=C1)S([O-])(=O)=O.OC1=CC=C(C=C1)S([O-])(=O)=O
zinc p-phenolsulphonate,Zinc phenolsulfonate,[Zn++].OC1=CC=C(C=C1)S([O-])(=O)=O.OC1=CC=C(C=C1)S([O-])(=O)=O
zinc phenolsulfonate,Zinc phenolsulfonate,[Zn++].OC1=CC=C(C=C1)S([O-])(=O)=O.OC1=CC=C(C=C1)S([O-])(=O)=O
zinc paraphenolsulfonate,Zinc phenolsulfonate,[Zn++].OC1=CC=C(C=C1)S([O-])(=O)=O.OC1=CC=C(C=C1)S([O-])(=O)=O
zinc phenolsulphonate,Zinc phenolsulfonate,[Zn++].OC1=CC=C(C=C1)S([O-])(=O)=O.OC1=CC=C(C=C1)S([O-])(=O)=O
p-hydroxybenzenesulfonic acid zinc salt,Zinc phenolsulfonate,[Zn++].OC1=CC=C(C=C1)S([O-])(=O)=O.OC1=CC=C(C=C1)S([O-])(=O)=O
zinc paraphenolsulphonate,Zinc phenolsulfonate,[Zn++].OC1=CC=C(C=C1)S([O-])(=O)=O.OC1=CC=C(C=C1)S([O-])(=O)=O
zinc sulfocarbolate,Zinc phenolsulfonate,[Zn++].OC1=CC=C(C=C1)S([O-])(=O)=O.OC1=CC=C(C=C1)S([O-])(=O)=O
zinc p-phenolsulfonate,Zinc phenolsulfonate,[Zn++].OC1=CC=C(C=C1)S([O-])(=O)=O.OC1=CC=C(C=C1)S([O-])(=O)=O
gc-376 free acid,GC-376 free acid,CC(C)C[C@H](NC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(O)(=O)=O
gc-373,GC-373,CC(C)C[C@H](NC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H](CC1CCNC1=O)C=O
calcium diethyl difumarate,Calcium monoethylfumarate,[Ca++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
calcium monoethyl fumarate,Calcium monoethylfumarate,[Ca++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
calcium monoethylfumarate,Calcium monoethylfumarate,[Ca++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
magnesium monoethylfumarate,Magnesium monoethylfumarate,[Mg++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
magnesium diethyl difumarate,Magnesium monoethylfumarate,[Mg++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
magnesium monoethyl fumarate,Magnesium monoethylfumarate,[Mg++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
zinc monoethylfumarate,Zinc monoethylfumarate,[Zn++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
ethyl fumarate zinc,Zinc monoethylfumarate,[Zn++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
monoethyl fumarate zinc salt,Zinc monoethylfumarate,[Zn++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
zinc ethyl fumarate,Zinc monoethylfumarate,[Zn++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
zinc di(ethyl fumarate),Zinc monoethylfumarate,[Zn++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
ethyl hydrogenfumarate-zinc,Zinc monoethylfumarate,[Zn++].CCOC(=O)\C=C\C([O-])=O.CCOC(=O)\C=C\C([O-])=O
monopotassium aspartate hemihydrate,Potassium aspartate,[H+].[H+].O.[K+].[K+].N[C@@H](CC([O-])=O)C([O-])=O.N[C@@H](CC([O-])=O)C([O-])=O
potassium aspartate hemihydrate,Potassium aspartate,[H+].[H+].O.[K+].[K+].N[C@@H](CC([O-])=O)C([O-])=O.N[C@@H](CC([O-])=O)C([O-])=O
aspartate potassium,Potassium aspartate,[H+].[H+].O.[K+].[K+].N[C@@H](CC([O-])=O)C([O-])=O.N[C@@H](CC([O-])=O)C([O-])=O
l-aspartate potassium,Potassium aspartate,[H+].[H+].O.[K+].[K+].N[C@@H](CC([O-])=O)C([O-])=O.N[C@@H](CC([O-])=O)C([O-])=O
potassium hydrogen aspartate hemihydrate,Potassium aspartate,[H+].[H+].O.[K+].[K+].N[C@@H](CC([O-])=O)C([O-])=O.N[C@@H](CC([O-])=O)C([O-])=O
potassium aspartate,Potassium aspartate,[H+].[H+].O.[K+].[K+].N[C@@H](CC([O-])=O)C([O-])=O.N[C@@H](CC([O-])=O)C([O-])=O
ficoid,Fluocortolone caproate,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)CCCCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
fluocortolone hexanoate,Fluocortolone caproate,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)CCCCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
fluocortolone caproate,Fluocortolone caproate,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)CCCCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
ultralanum,Fluocortolone caproate,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)CCCCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
fluocortolone 21-hexanoate,Fluocortolone caproate,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)CCCCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
fluocortolone 21-caproate,Fluocortolone caproate,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)CCCCC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
pralsetinib,Pralsetinib,CO[C@]1(CC[C@@H](CC1)C1=NC(NC2=NNC(C)=C2)=CC(C)=N1)C(=O)N[C@@H](C)C1=CC=C(N=C1)N1C=C(F)C=N1
aluminium-natrium-carbonat-dihydroxid,Dihydroxyaluminum sodium carbonate,[Na+].O[Al+]O.[O-]C([O-])=O
dihydroxo-aluminium-natrium-carbonat,Dihydroxyaluminum sodium carbonate,[Na+].O[Al+]O.[O-]C([O-])=O
aluminum sodium dihydroxide monocarbonate,Dihydroxyaluminum sodium carbonate,[Na+].O[Al+]O.[O-]C([O-])=O
rolaids,Dihydroxyaluminum sodium carbonate,[Na+].O[Al+]O.[O-]C([O-])=O
dihydroxyaluminum sodium carbonate,Dihydroxyaluminum sodium carbonate,[Na+].O[Al+]O.[O-]C([O-])=O
noacid,Dihydroxyaluminum sodium carbonate,[Na+].O[Al+]O.[O-]C([O-])=O
daxaids,Dihydroxyaluminum sodium carbonate,[Na+].O[Al+]O.[O-]C([O-])=O
cyclonium bromide,Ciclonium bromide,[Br-].CC[N+](C)(CC)CCOC(C)(C1CC2CC1C=C2)C1=CC=CC=C1
ciclonii bromidum,Ciclonium bromide,[Br-].CC[N+](C)(CC)CCOC(C)(C1CC2CC1C=C2)C1=CC=CC=C1
ciclonium bromide,Ciclonium bromide,[Br-].CC[N+](C)(CC)CCOC(C)(C1CC2CC1C=C2)C1=CC=CC=C1
bromure de ciclonium,Ciclonium bromide,[Br-].CC[N+](C)(CC)CCOC(C)(C1CC2CC1C=C2)C1=CC=CC=C1
bromuro de ciclonio,Ciclonium bromide,[Br-].CC[N+](C)(CC)CCOC(C)(C1CC2CC1C=C2)C1=CC=CC=C1
ruscogenin,Ruscogenin,[H][C@]12C[C@@]3([H])[C@]4([H])CC=C5C[C@@H](O)C[C@@H](O)[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@@]1(CC[C@@H](C)CO1)O2
ruscorectal,Ruscogenin,[H][C@]12C[C@@]3([H])[C@]4([H])CC=C5C[C@@H](O)C[C@@H](O)[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@@]1(CC[C@@H](C)CO1)O2
alpha-keto-beta-methylvaleric acid,alpha-Keto-beta-methylvaleric acid,CCC(C)C(=O)C(O)=O
2-hydroxy-4-(methylthio)butanoic acid,Desmeninol,CSCCC(O)C(O)=O
desmeninol,Desmeninol,CSCCC(O)C(O)=O
methionine hydroxy analog,Desmeninol,CSCCC(O)C(O)=O
alpha-hydroxy-gamma-(methylmercapto)butyric acid,Desmeninol,CSCCC(O)C(O)=O
2-hydroxy-4-(methylthio) butanoic acid,Desmeninol,CSCCC(O)C(O)=O
dl-2-hydroxy-4-(methylthio)-butyric acid,Desmeninol,CSCCC(O)C(O)=O
alpha-hydroxy-gamma-(methylthio)butyric acid,Desmeninol,CSCCC(O)C(O)=O
alpha-keto-isoleucine,alpha-Keto-isoleucine,CC[C@H](C)C(=O)C(O)=O
l-2-keto-3-methylvalerate,alpha-Keto-isoleucine,CC[C@H](C)C(=O)C(O)=O
desonide sodium phosphate,Desonide sodium phosphate,[Na+].[Na+].[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COP([O-])([O-])=O
potassium pyrosulfite,Potassium metabisulfite,[K+].[K+].[O-]S(=O)S([O-])(=O)=O
potassium metabisulfite,Potassium metabisulfite,[K+].[K+].[O-]S(=O)S([O-])(=O)=O
potassium disulfite,Potassium metabisulfite,[K+].[K+].[O-]S(=O)S([O-])(=O)=O
potassium metabisulphite,Potassium metabisulfite,[K+].[K+].[O-]S(=O)S([O-])(=O)=O
potassium pentaoxodisulfate,Potassium metabisulfite,[K+].[K+].[O-]S(=O)S([O-])(=O)=O
sodium metabisulfite,Sodium metabisulfite,[Na+].[Na+].[O-]S(=O)S([O-])(=O)=O
disodium pentaoxodisulfate,Sodium metabisulfite,[Na+].[Na+].[O-]S(=O)S([O-])(=O)=O
sodium metabisulphite,Sodium metabisulfite,[Na+].[Na+].[O-]S(=O)S([O-])(=O)=O
disodium pyrosulphite,Sodium metabisulfite,[Na+].[Na+].[O-]S(=O)S([O-])(=O)=O
"disulfurous acid, disodium salt",Sodium metabisulfite,[Na+].[Na+].[O-]S(=O)S([O-])(=O)=O
disodium pyrosulfite,Sodium metabisulfite,[Na+].[Na+].[O-]S(=O)S([O-])(=O)=O
sodium pyrosulfite,Sodium metabisulfite,[Na+].[Na+].[O-]S(=O)S([O-])(=O)=O
sodium pyrosulphite,Sodium metabisulfite,[Na+].[Na+].[O-]S(=O)S([O-])(=O)=O
isobutylhydrochlorothiazide,Buthiazide,CC(C)CC1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S(=O)(=O)N1
buthiazide,Buthiazide,CC(C)CC1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S(=O)(=O)N1
butizida,Buthiazide,CC(C)CC1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S(=O)(=O)N1
butizidum,Buthiazide,CC(C)CC1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S(=O)(=O)N1
butizide,Buthiazide,CC(C)CC1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S(=O)(=O)N1
eunephran,Buthiazide,CC(C)CC1NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S(=O)(=O)N1
ethanolamine glycerophosphate anhydrous,L-alpha-Glycerophosphorylethanolamine,NCCOP(O)(=O)OC[C@H](O)CO
l-alpha-glycerophosphorylethanolamine,L-alpha-Glycerophosphorylethanolamine,NCCOP(O)(=O)OC[C@H](O)CO
copper dotatate cu-64,Copper oxodotreotide Cu-64,[64Cu++].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC(O)=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O
copper cu-64 dotatate,Copper oxodotreotide Cu-64,[64Cu++].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC(O)=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O
64cu-dotatate,Copper oxodotreotide Cu-64,[64Cu++].C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN2CCN(CC(O)=O)CCN(CC([O-])=O)CCN(CC([O-])=O)CC2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(O)=O
